Original_Infix,Perturbed_Infix,Original_Prefix,Perturbed_Prefix,Original_Postfix,Perturbed_Postfix,Category,Original_Result,Perturbed_Result,Is_Equivalent_Infix,Is_Equivalent_Prefix,Is_Equivalent_Postfix,Is_Equivalent_Infix_Prefix,Is_Equivalent_Infix_Postfix,Is_Equivalent_Prefix_Postfix
( ( 833.3 / 14 + 916.73 - 730.25 / ( 924 * 796 ) - 914 / ( 819 / 337 ) ) + ( ( 858 - 433 ) - 490 + 14.52 - 337 ) ),( ( 833.3 / 14 + 916.73 - 730.25 / ( 924 * 796 ) - 914 / ( 819 / 337 ) ) + ( ( 858 - 433 ) - 490 + 14.52 - 337 ) ),+ + / 833.3 14 - 916.73 - / 730.25 * 924 796 / 914 / 819 337 - - 858 433 + 490 - 14.52 337,+ + / 833.3 14 - 916.73 - / 730.25 * 924 796 / 914 / 819 337 - - 858 433 + 490 - 14.52 337,833.3 14 / 916.73 + 730.25 924 796 * / - 914 819 337 / / - 858 433 - 490 - 14.52 + 337 - +,833.3 14 / 916.73 + 730.25 924 796 * / - 914 819 337 / / - 858 433 - 490 - 14.52 + 337 - +,Hard,212.68,212.68,True,True,True,True,True,True
( ( ( ( 636 / 381 ) - ( 268 * 393.45 ) ) - 361 / ( ( ( 28 * 496 * 339.96 ) - 784 - 291 ) / 593 ) ) - 885.7 ),( ( ( ( 636 / 381 ) - ( 268 * 393.45 ) ) - 361 / ( ( ( 28 * 496 * 339.96 ) - 784 - 291 ) / 593 ) ) - 885.7 ),- - - / 636 381 * 268 393.45 / 361 / - * 28 * 496 339.96 - 784 291 593 885.7,- - - / 636 381 * 268 393.45 / 361 / - * 28 * 496 339.96 - 784 291 593 885.7,636 381 / 268 393.45 * - 361 28 496 * 339.96 * 784 - 291 - 593 / / - 885.7 -,636 381 / 268 393.45 * - 361 28 496 * 339.96 * 784 - 291 - 593 / / - 885.7 -,Hard,-106328.68,-106328.68,True,True,True,True,True,True
( 536 - 76.3 - ( ( 108 - 793 + 449 / 843.86 - 855 ) + ( 25 / ( 721 - 478 ) ^ ( 671.51 * 735 ^ ( 51.47 - 198 ) ) ) ) - 737.57 ),( 536 - 76.3 - ( ( 108 - 793 + 449 / 843.86 - 855 ) + ( 25 / ( 721 - 478 ) ^ ( 671.51 * 735 ^ ( 51.47 - 198 ) ) ) ) - 737.57 ),- 536 - 76.3 - + - 108 + 793 - / 449 843.86 855 / 25 ^ - 721 478 * 671.51 ^ 735 - 51.47 198 737.57,- 536 - 76.3 - + - 108 + 793 - / 449 843.86 855 / 25 ^ - 721 478 * 671.51 ^ 735 - 51.47 198 737.57,536 76.3 - 108 793 - 449 843.86 / + 855 - 25 721 478 - 671.51 735 51.47 198 - ^ * ^ / + - 737.57 -,536 76.3 - 108 793 - 449 843.86 / + 855 - 25 721 478 - 671.51 735 51.47 198 - ^ * ^ / + - 737.57 -,Hard,1236.6,1236.6,True,True,True,True,True,True
( ( 494.6 - 307 + 439 * 151 ) - ( 202 + 503 - 561 + 690 - 968 ) ) / 924 - 782.20 / 404 - 633,( ( 494.6 - 307 - 439 * 151 ) - ( 202 + 503 - 561 + 690 + 968 ) ) / 924 - 782.20 / 404 - 633,- / - - 494.6 + 307 * 439 151 + 202 - 503 + 561 - 690 968 924 - / 782.20 404 633,- / - - 494.6 - 307 * 439 151 + 202 - 503 + 561 + 690 968 924 - / 782.20 404 633,494.6 307 - 439 151 * + 202 503 + 561 - 690 + 968 - - 924 / 782.20 404 / - 633 -,494.6 307 - 439 151 * - 202 503 + 561 - 690 + 968 + - 924 / 782.20 404 / - 633 -,Hard,-562.85,-708.42,False,False,False,False,False,False
( ( ( 539 * 416.38 ) + ( ( ( ( 651 / 143 ) * 263.70 - 173 ) / ( 801.75 + ( 768.99 / 877 ) ) ) * ( 857.7 + 148 ) ) ) / ( 923 / 794.98 ) ),( ( ( 539 * 416.38 ) + ( ( ( ( 651 / 143 ) * 263.70 - 173 ) * ( 801.75 + ( 768.99 / 877 ) ) ) * ( 857.7 + 148 ) ) ) / ( 923 / 794.98 ) ),/ + * 539 416.38 * / - * / 651 143 263.70 173 + 801.75 / 768.99 877 + 857.7 148 / 923 794.98,/ + * 539 416.38 * * - * / 651 143 263.70 173 + 801.75 / 768.99 877 + 857.7 148 / 923 794.98,539 416.38 * 651 143 / 263.70 * 173 - 801.75 768.99 877 / + / 857.7 148 + * + 923 794.98 / /,539 416.38 * 651 143 / 263.70 * 173 - 801.75 768.99 877 / + * 857.7 148 + * + 923 794.98 / /,Hard,194409.44,714541880.48,False,False,False,False,False,False
( ( ( 4 + 279 / 814 / ( 601 + 281 / 900 * 628 + ( 606 ^ ( 650.40 / 456 ) ) ) ) + 900.12 ) + 321 ),( ( ( 4 + 279 / 814 / ( 601 + 281 / 900 * 628 + ( 606 ^ ( 650.40 / 456 ) ) ) ) + 900.12 ) + 321 ),+ + + 4 / 279 / 814 + 601 + / 281 * 900 628 ^ 606 / 650.40 456 900.12 321,+ + + 4 / 279 / 814 + 601 + / 281 * 900 628 ^ 606 / 650.40 456 900.12 321,4 279 814 / 601 281 900 / 628 * + 606 650.40 456 / ^ + / + 900.12 + 321 +,4 279 814 / 601 281 900 / 628 * + 606 650.40 456 / ^ + / + 900.12 + 321 +,Hard,1225.12,1225.12,True,True,True,True,True,True
( 109 * ( 382 * ( 973.31 + 829.36 ) ) + ( ( 614.94 + ( 905 * 419.5 + ( 481 + 376.15 ) ) ) ^ 12 / 429 + 670.50 + 393 ) ),( 109 * ( 382 * ( 973.31 + 829.36 ) ) + ( ( 614.94 + ( 905 + 419.5 + ( 481 + 376.15 ) ) ) ^ 12 / 429 + 670.50 + 393 ) ),+ * 109 * 382 + 973.31 829.36 + / ^ + 614.94 + * 905 419.5 + 481 376.15 12 429 + 670.50 393,+ * 109 * 382 + 973.31 829.36 + / ^ + 614.94 + 905 + 419.5 + 481 376.15 12 429 + 670.50 393,109 382 973.31 829.36 + * * 614.94 905 419.5 * 481 376.15 + + + 12 ^ 429 / 670.50 + 393 + +,109 382 973.31 829.36 + * * 614.94 905 419.5 + 481 376.15 + + + 12 ^ 429 / 670.50 + 393 + +,Hard,2.1891623934298442e+64,5.334433583787794e+38,False,False,False,False,False,False
( ( 327 / 850 - 745 ) * ( 639.2 - ( ( 809.42 + 812 ) * 752.77 + 810 ) ) ) ^ ( 6 / ( 567 + 158.88 * 455 - 893 ) ) - 235 + 11.96,( ( 327 / 850 - 745 ) * ( 639.2 - ( ( 809.42 + 812 ) * 752.77 + 810 ) ) ) ^ ( 6 / ( 567 + 158.88 * 455 - 893 ) ) - 235 + 11.96,- ^ * - / 327 850 745 - 639.2 + * + 809.42 812 752.77 810 / 6 + 567 - * 158.88 455 893 + 235 11.96,- ^ * - / 327 850 745 - 639.2 + * + 809.42 812 752.77 810 / 6 + 567 - * 158.88 455 893 + 235 11.96,327 850 / 745 - 639.2 809.42 812 + 752.77 * 810 + - * 6 567 158.88 455 * + 893 - / ^ 235 - 11.96 +,327 850 / 745 - 639.2 809.42 812 + 752.77 * 810 + - * 6 567 158.88 455 * + 893 - / ^ 235 - 11.96 +,Hard,-222.04,-222.04,True,True,True,True,True,True
( 243.11 ^ ( 741.29 - ( 501 * ( 234 * ( 786 + 638 + 593 ) ) ) / 109 / 481 ) / ( ( 201 - 796.95 ) + ( 256 + 337 ) / 248 ) ),( 243.11 ^ ( 741.29 - ( 501 * ( 234 * ( 786 + 638 + 593 ) ) ) / 109 / 481 ) / ( ( 201 - 796.95 ) + ( 256 + 337 ) / 248 ) ),/ ^ 243.11 - 741.29 / * 501 * 234 + 786 + 638 593 / 109 481 + - 201 796.95 / + 256 337 248,/ ^ 243.11 - 741.29 / * 501 * 234 + 786 + 638 593 / 109 481 + - 201 796.95 / + 256 337 248,243.11 741.29 501 234 786 638 + 593 + * * 109 / 481 / - ^ 201 796.95 - 256 337 + 248 / + /,243.11 741.29 501 234 786 638 + 593 + * * 109 / 481 / - ^ 201 796.95 - 256 337 + 248 / + /,Hard,-0.0,-0.0,True,True,True,True,True,True
( 613 / 724.71 / 554.16 ) + 464 * ( 786 / 728 ) ^ 540 - 720.50 * 882 * ( ( 85 * 782.50 ) - 535 * ( 329.48 + 917 ) * 839 ),( 613 / 724.71 / 554.16 ) + 464 * ( 786 / 728 ) ^ 540 - 720.50 * 882 * ( ( 85 * 782.50 ) - 535 * ( 329.48 + 917 ) * 839 ),+ / 613 / 724.71 554.16 - * 464 ^ / 786 728 540 * 720.50 * 882 - * 85 782.50 * 535 * + 329.48 917 839,+ / 613 / 724.71 554.16 - * 464 ^ / 786 728 540 * 720.50 * 882 - * 85 782.50 * 535 * + 329.48 917 839,613 724.71 / 554.16 / 464 786 728 / 540 ^ * + 720.50 882 * 85 782.50 * 535 329.48 917 + * 839 * - * -,613 724.71 / 554.16 / 464 786 728 / 540 ^ * + 720.50 882 * 85 782.50 * 535 329.48 917 + * 839 * - * -,Hard,4.402996735444456e+20,4.402996735444456e+20,True,True,True,True,True,True
( ( 351.69 / ( 312.30 - 744.46 - 542.34 ) / ( 909 + 431.22 ) ) * ( 613 * 854 ) - ( 282 ^ ( 4 / 543 ) * 595.30 ) ),( ( 351.69 / ( 312.30 - 744.46 - 542.34 ) / ( 909 + 431.22 ) ) * ( 613 * 854 ) - ( 282 ^ ( 4 / 543 ) * 595.30 ) ),- * / 351.69 / - 312.30 - 744.46 542.34 + 909 431.22 * 613 854 * ^ 282 / 4 543 595.30,- * / 351.69 / - 312.30 - 744.46 542.34 + 909 431.22 * 613 854 * ^ 282 / 4 543 595.30,351.69 312.30 744.46 - 542.34 - / 909 431.22 + / 613 854 * * 282 4 543 / ^ 595.30 * -,351.69 312.30 744.46 - 542.34 - / 909 431.22 + / 613 854 * * 282 4 543 / ^ 595.30 * -,Hard,-761.53,-761.53,True,True,True,True,True,True
243 + ( 201.23 - ( 416 / 681.77 ) ) * 540 - 139 - ( 341 / 382.55 + 107 * 655.55 / 577 / 809 * 261.9 + 511 ),243 + ( 201.23 - ( 416 / 681.77 ) ) * 540 - 139 + ( 341 / 382.55 - 107 * 655.55 / 577 / 809 * 261.9 + 511 ),+ 243 - * - 201.23 / 416 681.77 540 - 139 + / 341 382.55 + * 107 / 655.55 / 577 * 809 261.9 511,+ 243 - * - 201.23 / 416 681.77 540 + 139 - / 341 382.55 + * 107 / 655.55 / 577 * 809 261.9 511,243 201.23 416 681.77 / - 540 * + 139 - 341 382.55 / 107 655.55 * 577 / 809 / 261.9 * + 511 + -,243 201.23 416 681.77 / - 540 * + 139 - 341 382.55 / 107 655.55 * 577 / 809 / 261.9 * - 511 + +,Hard,107887.46,108911.24,False,False,False,False,False,False
( ( ( 481.10 + ( ( 664 ^ 51.15 ) / 866 ) ) + ( ( 810.72 / 743 ) - 843.1 / 264 / 531 ) ) - ( 142 * ( 751 * 652.41 ) ) - 27.79 / 150 ),( ( ( 481.10 + ( ( 664 ^ 51.15 ) / 866 ) ) + ( ( 810.72 / 743 ) - 843.1 / 264 / 531 ) ) - ( 142 * ( 751 * 652.41 ) ) - 27.79 / 150 ),- + + 481.10 / ^ 664 51.15 866 - / 810.72 743 / 843.1 / 264 531 - * 142 * 751 652.41 / 27.79 150,- + + 481.10 / ^ 664 51.15 866 - / 810.72 743 / 843.1 / 264 531 - * 142 * 751 652.41 / 27.79 150,481.10 664 51.15 ^ 866 / + 810.72 743 / 843.1 264 / 531 / - + 142 751 652.41 * * - 27.79 150 / -,481.10 664 51.15 ^ 866 / + 810.72 743 / 843.1 264 / 531 / - + 142 751 652.41 * * - 27.79 150 / -,Hard,2.6084310882957928e+141,2.6084310882957928e+141,True,True,True,True,True,True
( ( 15.37 * 580.24 ) * 605 * 140 ) / ( ( 179 / 356.90 ) * ( ( ( 198.32 / 44 ) - 382 / 521 ) - 31 + 389.15 / 648 ) ),( ( 15.37 * 580.24 ) * 605 * 140 ) / ( ( 179 / 356.90 ) * ( ( ( 198.32 / 44 ) - 382 / 521 ) - 31 + 389.15 / 648 ) ),/ * * 15.37 580.24 * 605 140 * / 179 356.90 - - / 198.32 44 / 382 521 + 31 / 389.15 648,/ * * 15.37 580.24 * 605 140 * / 179 356.90 - - / 198.32 44 / 382 521 + 31 / 389.15 648,15.37 580.24 * 605 * 140 * 179 356.90 / 198.32 44 / 382 521 / - 31 - 389.15 648 / + * /,15.37 580.24 * 605 * 140 * 179 356.90 / 198.32 44 / 382 521 / - 31 - 389.15 648 / + * /,Hard,-56566907.97,-56566907.97,True,True,True,True,True,True
( ( ( 69.5 - 61.65 ) / 329 ) * 318 - 704.31 - 240 * ( 503.83 + ( 767 + 789 ) + 14.55 * 909 / ( 108.53 + 254 ) ) ),( ( ( 69.5 - 61.65 ) - 329 ) * 318 - 704.31 / 240 * ( 503.83 + ( 767 + 789 ) + 14.55 * 909 / ( 108.53 + 254 ) ) ),- * / - 69.5 61.65 329 318 - 704.31 * 240 + 503.83 + + 767 789 * 14.55 / 909 + 108.53 254,- * - - 69.5 61.65 329 318 / 704.31 * 240 + 503.83 + + 767 789 * 14.55 / 909 + 108.53 254,69.5 61.65 - 329 / 318 * 704.31 - 240 503.83 767 789 + + 14.55 909 * 108.53 254 + / + * -,69.5 61.65 - 329 - 318 * 704.31 240 / 503.83 767 789 + + 14.55 909 * 108.53 254 + / + * -,Hard,-503811.69,-108277.59,False,False,False,False,False,False
( ( ( 759 * 630 ) * ( ( ( 786 + 565 ) * 432.39 ^ ( 850 - ( 238 + 727 ) ) ) - 435 ) - 783 / 547 ) - 668 ),( ( ( 759 * 630 ) * ( ( ( 786 + 565 ) * 432.39 ^ ( 850 - ( 238 + 727 ) ) ) - 435 ) - 783 / 547 ) - 668 ),- - * * 759 630 - * + 786 565 ^ 432.39 - 850 + 238 727 435 / 783 547 668,- - * * 759 630 - * + 786 565 ^ 432.39 - 850 + 238 727 435 / 783 547 668,759 630 * 786 565 + 432.39 850 238 727 + - ^ * 435 - * 783 547 / - 668 -,759 630 * 786 565 + 432.39 850 238 727 + - ^ * 435 - * 783 547 / - 668 -,Hard,-208004619.43,-208004619.43,True,True,True,True,True,True
( ( 389 - 180 ) * 2.29 / ( ( 738 - 480 ) - 836 - 867.10 + 595 * ( ( 897 / 179 ) - 471.4 ) ) * 535 ),( ( 389 - 180 ) * 2.29 / ( ( 738 - 480 ) - 836 - 867.10 + 595 * ( ( 897 / 179 ) - 471.4 ) ) * 535 ),* - 389 180 / 2.29 * - - 738 480 - 836 + 867.10 * 595 - / 897 179 471.4 535,* - 389 180 / 2.29 * - - 738 480 - 836 + 867.10 * 595 - / 897 179 471.4 535,389 180 - 2.29 * 738 480 - 836 - 867.10 - 595 897 179 / 471.4 - * + / 535 *,389 180 - 2.29 * 738 480 - 836 - 867.10 - 595 897 179 / 471.4 - * + / 535 *,Hard,-0.92,-0.92,True,True,True,True,True,True
( 197.4 * 698.69 + ( 887 * 602 ) * ( ( 567 / 452 ) ^ 997 ) * ( 22 - 422 - ( 2.26 + 278 ) ) + ( 112 * 809.48 ) ),( 197.4 - 698.69 + ( 887 * 602 ) * ( ( 567 / 452 ) ^ 997 ) * ( 22 * 422 - ( 2.26 + 278 ) ) + ( 112 * 809.48 ) ),+ * 197.4 698.69 + * * 887 602 * ^ / 567 452 997 - 22 - 422 + 2.26 278 * 112 809.48,- 197.4 + 698.69 + * * 887 602 * ^ / 567 452 997 - * 22 422 + 2.26 278 * 112 809.48,197.4 698.69 * 887 602 * 567 452 / 997 ^ * 22 422 - 2.26 278 + - * + 112 809.48 * +,197.4 698.69 - 887 602 * 567 452 / 997 ^ * 22 422 * 2.26 278 + - * + 112 809.48 * +,Hard,-5.122538782522331e+106,6.780055763641492e+107,False,False,False,False,False,False
( 910 + 300 / ( 815 * 540 / ( 819 - 626 ) * 971 ^ 66 - 84 + ( ( ( 433 - 279 ) + 1 ) * 245 ) ) ),( 910 + 300 / ( 815 * 540 / ( 819 - 626 ) * 971 ^ 66 - 84 + ( ( ( 433 - 279 ) + 1 ) * 245 ) ) ),+ 910 / 300 - * 815 / 540 * - 819 626 ^ 971 66 + 84 * + - 433 279 1 245,+ 910 / 300 - * 815 / 540 * - 819 626 ^ 971 66 + 84 * + - 433 279 1 245,910 300 815 540 * 819 626 - / 971 66 ^ * 84 - 433 279 - 1 + 245 * + / +,910 300 815 540 * 819 626 - / 971 66 ^ * 84 - 433 279 - 1 + 245 * + / +,Hard,910.0,910.0,True,True,True,True,True,True
( ( ( ( ( 166 / 175 ) / 80.28 ) + 127 ) / 45 + 64 * 646 ) + 919 * 212 - ( ( 876 + 708 ) * 698.1 ) ),( ( ( ( ( 166 / 175 ) / 80.28 ) + 127 ) / 45 + 64 * 646 ) + 919 * 212 - ( ( 876 + 708 ) * 698.1 ) ),+ + / + / / 166 175 80.28 127 45 * 64 646 - * 919 212 * + 876 708 698.1,+ + / + / / 166 175 80.28 127 45 * 64 646 - * 919 212 * + 876 708 698.1,166 175 / 80.28 / 127 + 45 / 64 646 * + 919 212 * + 876 708 + 698.1 * -,166 175 / 80.28 / 127 + 45 / 64 646 * + 919 212 * + 876 708 + 698.1 * -,Hard,-869615.58,-869615.58,True,True,True,True,True,True
( 879.20 * ( 881.44 / ( 623 * 569.47 * ( 67 * 609.71 ) ) + ( ( 684 * 951.39 ) + ( 787 - ( 762 - 805 - 40 ) ) ) ) ),( 879.20 * ( 881.44 / ( 623 * 569.47 * ( 67 * 609.71 ) ) + ( ( 684 * 951.39 ) + ( 787 - ( 762 - 805 + 40 ) ) ) ) ),* 879.20 + / 881.44 * 623 * 569.47 * 67 609.71 + * 684 951.39 - 787 - 762 - 805 40,* 879.20 + / 881.44 * 623 * 569.47 * 67 609.71 + * 684 951.39 - 787 - 762 + 805 40,879.20 881.44 623 569.47 * 67 609.71 * * / 684 951.39 * 787 762 805 - 40 - - + + *,879.20 881.44 623 569.47 * 67 609.71 * * / 684 951.39 * 787 762 805 - 40 + - + + *,Hard,572904972.19,572834636.19,False,False,False,False,False,False
( ( 934 * 293.15 ) * 56.30 - ( ( ( ( 816 + 124 ) - 918.71 + ( 433 / 380 ) ) * 479.76 - 864 ) * ( 457 + 290 - ( 677 - 465 ) ) ) ),( ( 934 * 293.15 ) * 56.30 - ( ( ( ( 816 + 124 ) - 918.71 + ( 433 / 380 ) ) * 479.76 - 864 ) * ( 457 + 290 - ( 677 - 465 ) ) ) ),- * * 934 293.15 56.30 * - * - + 816 124 + 918.71 / 433 380 479.76 864 + 457 - 290 - 677 465,- * * 934 293.15 56.30 * - * - + 816 124 + 918.71 / 433 380 479.76 864 + 457 - 290 - 677 465,934 293.15 * 56.30 * 816 124 + 918.71 - 433 380 / + 479.76 * 864 - 457 290 + 677 465 - - * -,934 293.15 * 56.30 * 816 124 + 918.71 - 433 380 / + 479.76 * 864 - 457 290 + 677 465 - - * -,Hard,10120289.33,10120289.33,True,True,True,True,True,True
( ( 726 ^ ( 911 - 155.83 - 797 * 62 * 167.19 / 905 * 137 * 965.84 ) + 410 ) + ( 207 * ( 97 / 610 ) ) ) - 325,( ( 726 ^ ( 911 - 155.83 - 797 * 62 * 167.19 / 905 * 137 * 965.84 ) - 410 ) + ( 207 * ( 97 / 610 ) ) ) - 325,- + + ^ 726 - 911 - 155.83 * 797 * 62 / 167.19 * 905 * 137 965.84 410 * 207 / 97 610 325,- + - ^ 726 - 911 - 155.83 * 797 * 62 / 167.19 * 905 * 137 965.84 410 * 207 / 97 610 325,726 911 155.83 - 797 62 * 167.19 * 905 / 137 * 965.84 * - ^ 410 + 207 97 610 / * + 325 -,726 911 155.83 - 797 62 * 167.19 * 905 / 137 * 965.84 * - ^ 410 - 207 97 610 / * + 325 -,Hard,117.92,-702.08,False,False,False,False,False,False
( ( 931 * 40 / ( ( ( 964 - 475 ) - 258.92 ^ ( 466 - 405 ) ) + 83 ) ) / ( ( 882 + ( 958.14 * 999 ) + 527.50 ) / 106 + 30.98 + 296.92 / 413 ) ),( ( 931 * 40 / ( ( ( 964 - 475 ) - 258.92 ^ ( 466 - 405 ) ) + 83 ) ) / ( ( 882 + ( 958.14 * 999 ) + 527.50 ) / 106 + 30.98 + 296.92 / 413 ) ),/ * 931 / 40 + - - 964 475 ^ 258.92 - 466 405 83 + / + 882 + * 958.14 999 527.50 106 + 30.98 / 296.92 413,/ * 931 / 40 + - - 964 475 ^ 258.92 - 466 405 83 + / + 882 + * 958.14 999 527.50 106 + 30.98 / 296.92 413,931 40 * 964 475 - 258.92 466 405 - ^ - 83 + / 882 958.14 999 * + 527.50 + 106 / 30.98 + 296.92 413 / + /,931 40 * 964 475 - 258.92 466 405 - ^ - 83 + / 882 958.14 999 * + 527.50 + 106 / 30.98 + 296.92 413 / + /,Hard,-0.0,-0.0,True,True,True,True,True,True
( 833.31 * 433 - 65 - 734.65 / ( 499 * ( 540 - ( 44 / 369 ) ) ) * 309 + ( 702 * 449 * 784 ) ) - 521,( 833.31 * 433 - 65 - 734.65 / ( 499 * ( 540 - ( 44 / 369 ) ) ) * 309 + ( 702 * 449 * 784 ) ) - 521,- - * 833.31 433 - 65 + / 734.65 * * 499 - 540 / 44 369 309 * 702 * 449 784 521,- - * 833.31 433 - 65 + / 734.65 * * 499 - 540 / 44 369 309 * 702 * 449 784 521,833.31 433 * 65 - 734.65 499 540 44 369 / - * / 309 * - 702 449 * 784 * + 521 -,833.31 433 * 65 - 734.65 499 540 44 369 / - * / 309 * - 702 449 * 784 * + 521 -,Hard,247475468.39,247475468.39,True,True,True,True,True,True
( 560 + 571 * 717 / 135 / ( ( 193 - 965.41 ^ ( ( 153 / 163 ) / 996.56 ) ) / 207 - 356.42 ) - 946.86 ),( 560 + 571 * 717 / 135 / ( ( 193 - 965.41 ^ ( ( 153 / 163 ) / 996.56 ) ) / 207 - 356.42 ) - 946.86 ),+ 560 - * 571 / 717 / 135 - / - 193 ^ 965.41 / / 153 163 996.56 207 356.42 946.86,+ 560 - * 571 / 717 / 135 - / - 193 ^ 965.41 / / 153 163 996.56 207 356.42 946.86,560 571 717 * 135 / 193 965.41 153 163 / 996.56 / ^ - 207 / 356.42 - / + 946.86 -,560 571 717 * 135 / 193 965.41 153 163 / 996.56 / ^ - 207 / 356.42 - / + 946.86 -,Hard,-395.39,-395.39,True,True,True,True,True,True
( ( ( 82 / 483 - 752 ) + 651 ) * 80 / 323 ^ ( 335.14 / 900 * ( 392 / 83.1 ) ) / 530.18 + 263 ),( ( ( 82 - 483 - 752 ) + 651 ) * 80 / 323 ^ ( 335.14 / 900 * ( 392 / 83.1 ) ) / 530.18 + 263 ),+ * + - / 82 483 752 651 / 80 / ^ 323 / 335.14 * 900 / 392 83.1 530.18 263,+ * + - 82 - 483 752 651 / 80 / ^ 323 / 335.14 * 900 / 392 83.1 530.18 263,82 483 / 752 - 651 + 80 * 323 335.14 900 / 392 83.1 / * ^ / 530.18 / 263 +,82 483 - 752 - 651 + 80 * 323 335.14 900 / 392 83.1 / * ^ / 530.18 / 263 +,Hard,263.0,263.0,True,True,True,True,True,True
( 444 / ( 722.21 / ( ( ( 898 - 716 - ( 957.57 + 399 ) ) * 355.80 ) + 290 - 504.98 ) - 392.32 - 828 + 726 - 652 ) ),( 444 / ( 722.21 / ( ( ( 898 - 716 - ( 957.57 + 399 ) ) * 355.80 ) + 290 - 504.98 ) - 392.32 - 828 + 726 - 652 ) ),/ 444 - / 722.21 + * - 898 - 716 + 957.57 399 355.80 - 290 504.98 - 392.32 + 828 - 726 652,/ 444 - / 722.21 + * - 898 - 716 + 957.57 399 355.80 - 290 504.98 - 392.32 + 828 - 726 652,444 722.21 898 716 - 957.57 399 + - 355.80 * 290 + 504.98 - / 392.32 - 828 - 726 + 652 - /,444 722.21 898 716 - 957.57 399 + - 355.80 * 290 + 504.98 - / 392.32 - 828 - 726 + 652 - /,Hard,-0.39,-0.39,True,True,True,True,True,True
( 175 + 137 ) - 274 / 93.54 - ( 944 + 970 ) - 869 / ( 619.27 / 742 ) + 76 / 107 / 136 - ( ( 708.16 - ( 247 * 702.25 ) ) / 197 ),( 175 + 137 ) - 274 / 93.54 - ( 944 + 970 ) - 869 / ( 619.27 / 742 ) + 76 / 107 / 136 - ( ( 708.16 - ( 247 * 702.25 ) ) / 197 ),- + 175 137 - / 274 93.54 - + 944 970 + / 869 / 619.27 742 - / 76 / 107 136 / - 708.16 * 247 702.25 197,- + 175 137 - / 274 93.54 - + 944 970 + / 869 / 619.27 742 - / 76 / 107 136 / - 708.16 * 247 702.25 197,175 137 + 274 93.54 / - 944 970 + - 869 619.27 742 / / - 76 107 / 136 / + 708.16 247 702.25 * - 197 / -,175 137 + 274 93.54 / - 944 970 + - 869 619.27 742 / / - 76 107 / 136 / + 708.16 247 702.25 * - 197 / -,Hard,-1769.26,-1769.26,True,True,True,True,True,True
( ( ( 319 - ( 946.42 * ( 455 - ( 225 - 652 ) ) ) * ( 811 + 929 ) ) - 25 ) * ( ( 615 / 433 ) ^ 423.38 ) ) / ( 595 + 491.97 + ( 377 * 834 ) ),( ( ( 319 - ( 946.42 * ( 455 - ( 225 - 652 ) ) ) * ( 811 + 929 ) ) - 25 ) * ( ( 615 / 433 ) ^ 423.38 ) ) / ( 595 + 491.97 + ( 377 * 834 ) ),/ * - - 319 * * 946.42 - 455 - 225 652 + 811 929 25 ^ / 615 433 423.38 + 595 + 491.97 * 377 834,/ * - - 319 * * 946.42 - 455 - 225 652 + 811 929 25 ^ / 615 433 423.38 + 595 + 491.97 * 377 834,319 946.42 455 225 652 - - * 811 929 + * - 25 - 615 433 / 423.38 ^ * 595 491.97 + 377 834 * + /,319 946.42 455 225 652 - - * 811 929 + * - 25 - 615 433 / 423.38 ^ * 595 491.97 + 377 834 * + /,Hard,-1.5163393623702838e+68,-1.5163393623702838e+68,True,True,True,True,True,True
( ( 555.47 * 569 + 964 - 311 + 515.7 ) - ( 589.23 - ( ( 324 * 410 + ( 355.1 / ( 406.81 / 474.64 + 830 ) ) ) - 106 ) ) ),( ( 555.47 * 569 + 964 - 311 + 515.7 ) - ( 589.23 - ( ( 324 * 410 + ( 355.1 / ( 406.81 / 474.64 + 830 ) ) ) - 106 ) ) ),- + * 555.47 569 - 964 + 311 515.7 - 589.23 - + * 324 410 / 355.1 + / 406.81 474.64 830 106,- + * 555.47 569 - 964 + 311 515.7 - 589.23 - + * 324 410 / 355.1 + / 406.81 474.64 830 106,555.47 569 * 964 + 311 - 515.7 + 589.23 324 410 * 355.1 406.81 474.64 / 830 + / + 106 - - -,555.47 569 * 964 + 311 - 515.7 + 589.23 324 410 * 355.1 406.81 474.64 / 830 + / + 106 - - -,Hard,449376.33,449376.33,True,True,True,True,True,True
( 947 / 763 ) * 887 * ( ( 28.0 - 985 ) - 804 ) - 266 - ( 556 * 462.97 + ( ( 251 / 723 ) * 360 ) ) * 318 - 761 / 233 - 209,( 947 / 763 ) * 887 * ( ( 28.0 - 985 ) - 804 ) - 266 - ( 556 * 462.97 + ( ( 251 / 723 ) * 360 ) ) * 318 - 761 / 233 - 209,- * / 947 763 * 887 - - 28.0 985 804 - 266 - * + * 556 462.97 * / 251 723 360 318 - / 761 233 209,- * / 947 763 * 887 - - 28.0 985 804 - 266 - * + * 556 462.97 * / 251 723 360 318 - / 761 233 209,947 763 / 887 * 28.0 985 - 804 - * 266 - 556 462.97 * 251 723 / 360 * + 318 * - 761 233 / - 209 -,947 763 / 887 * 28.0 985 - 804 - * 266 - 556 462.97 * 251 723 / 360 * + 318 * - 761 233 / - 209 -,Hard,-83835711.64,-83835711.64,True,True,True,True,True,True
