SubTask,Balance,Difficulty,ExampleType,InputMode,ModelFamily,ModelName,Accuracy
balance,balanced,hard,ZeroShot,edge,Qwen,Qwen2.5-72B-Instruct,0
balance,unbalanced,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-72B-Instruct,100
balance,balanced,easy,ZeroShot,edge,Qwen,Qwen2.5-72B-Instruct,37.5
balance,unbalanced,easy,ZeroShot,edge,Qwen,Qwen2.5-72B-Instruct,62.5
balance,unbalanced,hard,ZeroShot,edge,Qwen,Qwen2.5-72B-Instruct,100
balance,unbalanced,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-72B-Instruct,88.89
balance,unbalanced,medium,ZeroShot,edge,Qwen,Qwen2.5-72B-Instruct,88.89
balance,unbalanced,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-72B-Instruct,66.67
balance,balanced,medium,ZeroShot,edge,Qwen,Qwen2.5-72B-Instruct,0
balance,balanced,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-72B-Instruct,0
balance,balanced,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-72B-Instruct,0
balance,unbalanced,easy,OneShot,edge,Qwen,Qwen2.5-7B-Instruct,41.67
balance,unbalanced,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,100
balance,unbalanced,hard,OneShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,100
balance,balanced,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,0
balance,unbalanced,easy,FewShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,41.67
balance,balanced,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,16.67
balance,balanced,medium,FewShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,0
balance,balanced,easy,OneShot,edge,Qwen,Qwen2.5-7B-Instruct,16.67
balance,unbalanced,medium,ZeroShot,edge,Qwen,Qwen2.5-7B-Instruct,88.89
balance,unbalanced,hard,OneShot,edge,Qwen,Qwen2.5-7B-Instruct,100
balance,balanced,medium,OneShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,3.7
balance,balanced,medium,OneShot,edge,Qwen,Qwen2.5-7B-Instruct,0
balance,balanced,easy,FewShot,edge,Qwen,Qwen2.5-7B-Instruct,20.83
balance,balanced,hard,ZeroShot,edge,Qwen,Qwen2.5-7B-Instruct,0
balance,balanced,hard,OneShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,0
balance,balanced,medium,FewShot,edge,Qwen,Qwen2.5-7B-Instruct,0
balance,unbalanced,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,54.17
balance,balanced,easy,OneShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,4.17
balance,unbalanced,hard,ZeroShot,edge,Qwen,Qwen2.5-7B-Instruct,100
balance,balanced,hard,FewShot,edge,Qwen,Qwen2.5-7B-Instruct,0
balance,unbalanced,easy,FewShot,edge,Qwen,Qwen2.5-7B-Instruct,41.67
balance,balanced,hard,FewShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,0
balance,unbalanced,easy,OneShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,29.17
balance,balanced,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,0
balance,balanced,medium,ZeroShot,edge,Qwen,Qwen2.5-7B-Instruct,0
balance,unbalanced,hard,FewShot,edge,Qwen,Qwen2.5-7B-Instruct,100
balance,unbalanced,medium,FewShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,85.19
balance,balanced,easy,FewShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,33.33
balance,unbalanced,medium,FewShot,edge,Qwen,Qwen2.5-7B-Instruct,81.48
balance,unbalanced,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,88.89
balance,balanced,easy,ZeroShot,edge,Qwen,Qwen2.5-7B-Instruct,8.33
balance,unbalanced,easy,ZeroShot,edge,Qwen,Qwen2.5-7B-Instruct,41.67
balance,unbalanced,medium,OneShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,81.48
balance,balanced,hard,OneShot,edge,Qwen,Qwen2.5-7B-Instruct,0
balance,unbalanced,medium,OneShot,edge,Qwen,Qwen2.5-7B-Instruct,88.89
balance,unbalanced,hard,FewShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,100
balance,balanced,medium,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,14.81
balance,balanced,hard,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,11.11
balance,balanced,medium,FewShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,11.11
balance,unbalanced,medium,ZeroShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
balance,balanced,easy,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,8.33
balance,unbalanced,hard,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,11.11
balance,unbalanced,hard,FewShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,5.56
balance,balanced,medium,FewShot,edge,Qwen,Qwen2.5-0.5B-Instruct,11.11
balance,unbalanced,easy,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,16.67
balance,unbalanced,hard,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
balance,unbalanced,medium,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,7.41
balance,unbalanced,medium,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,3.7
balance,unbalanced,hard,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
balance,unbalanced,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,33.33
balance,balanced,medium,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,22.22
balance,unbalanced,easy,FewShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,16.67
balance,unbalanced,medium,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
balance,balanced,easy,ZeroShot,edge,Qwen,Qwen2.5-0.5B-Instruct,12.5
balance,balanced,hard,ZeroShot,edge,Qwen,Qwen2.5-0.5B-Instruct,11.11
balance,unbalanced,medium,FewShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,7.41
balance,balanced,medium,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,7.41
balance,unbalanced,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
balance,unbalanced,hard,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
balance,unbalanced,medium,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,3.7
balance,balanced,medium,ZeroShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
balance,unbalanced,easy,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
balance,balanced,easy,FewShot,edge,Qwen,Qwen2.5-0.5B-Instruct,8.33
balance,balanced,hard,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,16.67
balance,balanced,hard,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,16.67
balance,balanced,easy,FewShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,4.17
balance,balanced,hard,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,0
balance,unbalanced,hard,FewShot,edge,Qwen,Qwen2.5-0.5B-Instruct,11.11
balance,balanced,easy,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,12.5
balance,unbalanced,medium,FewShot,edge,Qwen,Qwen2.5-0.5B-Instruct,11.11
balance,unbalanced,easy,ZeroShot,edge,Qwen,Qwen2.5-0.5B-Instruct,4.17
balance,balanced,medium,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,0
balance,balanced,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,16.67
balance,unbalanced,easy,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,12.5
balance,balanced,hard,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,22.22
balance,unbalanced,easy,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,20.83
balance,unbalanced,medium,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,11.11
balance,balanced,easy,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,8.33
balance,balanced,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,11.11
balance,balanced,medium,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,3.7
balance,balanced,hard,FewShot,edge,Qwen,Qwen2.5-0.5B-Instruct,22.22
balance,unbalanced,medium,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,14.81
balance,balanced,medium,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,18.52
balance,unbalanced,easy,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,29.17
balance,unbalanced,hard,ZeroShot,edge,Qwen,Qwen2.5-0.5B-Instruct,11.11
balance,unbalanced,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,5.56
balance,unbalanced,easy,FewShot,edge,Qwen,Qwen2.5-0.5B-Instruct,8.33
balance,unbalanced,hard,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,11.11
balance,unbalanced,hard,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,11.11
balance,balanced,hard,FewShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,27.78
balance,balanced,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,16.67
balance,balanced,easy,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,16.67
infix_traversal,unbalanced,easy,ZeroShot,edge,baichuan-inc,Baichuan-7B,0
infix_traversal,unbalanced,medium,ZeroShot,edge,baichuan-inc,Baichuan-7B,0
infix_traversal,balanced,easy,ZeroShot,edge,baichuan-inc,Baichuan-7B,0
infix_traversal,unbalanced,hard,ZeroShot,edge,baichuan-inc,Baichuan-7B,0
infix_traversal,balanced,easy,ZeroShot,hierarchy,baichuan-inc,Baichuan-7B,0
infix_traversal,unbalanced,easy,ZeroShot,hierarchy,baichuan-inc,Baichuan-7B,0
infix_traversal,unbalanced,medium,ZeroShot,hierarchy,baichuan-inc,Baichuan-7B,0
infix_traversal,balanced,hard,ZeroShot,edge,baichuan-inc,Baichuan-7B,0
infix_traversal,balanced,medium,ZeroShot,edge,baichuan-inc,Baichuan-7B,0
infix_traversal,balanced,medium,ZeroShot,hierarchy,baichuan-inc,Baichuan-7B,0
infix_traversal,unbalanced,easy,FewShot,hierarchy,THUDM,glm-4-9b-chat,33.33
infix_traversal,balanced,easy,FewShot,edge,THUDM,glm-4-9b-chat,58.33
infix_traversal,unbalanced,easy,OneShot,edge,THUDM,glm-4-9b-chat,45.83
infix_traversal,unbalanced,hard,FewShot,edge,THUDM,glm-4-9b-chat,5.56
infix_traversal,balanced,easy,ZeroShot,hierarchy,THUDM,glm-4-9b-chat,58.33
infix_traversal,unbalanced,medium,OneShot,hierarchy,THUDM,glm-4-9b-chat,25.93
infix_traversal,unbalanced,medium,OneShot,edge,THUDM,glm-4-9b-chat,14.81
infix_traversal,balanced,hard,ZeroShot,edge,THUDM,glm-4-9b-chat,0
infix_traversal,unbalanced,easy,ZeroShot,hierarchy,THUDM,glm-4-9b-chat,87.5
infix_traversal,unbalanced,easy,OneShot,hierarchy,THUDM,glm-4-9b-chat,54.17
infix_traversal,unbalanced,hard,ZeroShot,hierarchy,THUDM,glm-4-9b-chat,22.22
infix_traversal,balanced,easy,FewShot,hierarchy,THUDM,glm-4-9b-chat,50
infix_traversal,balanced,hard,FewShot,hierarchy,THUDM,glm-4-9b-chat,0
infix_traversal,balanced,medium,OneShot,hierarchy,THUDM,glm-4-9b-chat,14.81
infix_traversal,balanced,hard,OneShot,edge,THUDM,glm-4-9b-chat,0
infix_traversal,unbalanced,medium,ZeroShot,hierarchy,THUDM,glm-4-9b-chat,18.52
infix_traversal,balanced,medium,FewShot,hierarchy,THUDM,glm-4-9b-chat,22.22
infix_traversal,unbalanced,medium,FewShot,edge,THUDM,glm-4-9b-chat,25.93
infix_traversal,balanced,easy,ZeroShot,edge,THUDM,glm-4-9b-chat,62.5
infix_traversal,balanced,easy,OneShot,edge,THUDM,glm-4-9b-chat,41.67
infix_traversal,unbalanced,medium,ZeroShot,edge,THUDM,glm-4-9b-chat,37.04
infix_traversal,unbalanced,hard,OneShot,edge,THUDM,glm-4-9b-chat,5.56
infix_traversal,unbalanced,medium,FewShot,hierarchy,THUDM,glm-4-9b-chat,14.81
infix_traversal,balanced,hard,FewShot,edge,THUDM,glm-4-9b-chat,0
infix_traversal,balanced,medium,ZeroShot,hierarchy,THUDM,glm-4-9b-chat,29.63
infix_traversal,unbalanced,easy,FewShot,edge,THUDM,glm-4-9b-chat,54.17
infix_traversal,balanced,medium,ZeroShot,edge,THUDM,glm-4-9b-chat,22.22
infix_traversal,balanced,hard,OneShot,hierarchy,THUDM,glm-4-9b-chat,0
infix_traversal,unbalanced,hard,FewShot,hierarchy,THUDM,glm-4-9b-chat,0
infix_traversal,unbalanced,hard,OneShot,hierarchy,THUDM,glm-4-9b-chat,5.56
infix_traversal,unbalanced,easy,ZeroShot,edge,THUDM,glm-4-9b-chat,91.67
infix_traversal,balanced,easy,OneShot,hierarchy,THUDM,glm-4-9b-chat,33.33
infix_traversal,balanced,hard,ZeroShot,hierarchy,THUDM,glm-4-9b-chat,0
infix_traversal,balanced,medium,OneShot,edge,THUDM,glm-4-9b-chat,0
infix_traversal,balanced,medium,FewShot,edge,THUDM,glm-4-9b-chat,0
infix_traversal,unbalanced,hard,ZeroShot,edge,THUDM,glm-4-9b-chat,5.56
infix_traversal,unbalanced,hard,ZeroShot,edge,01-ai,Yi-1.5-9B-Chat,0
infix_traversal,unbalanced,easy,ZeroShot,edge,01-ai,Yi-1.5-9B-Chat,79.17
infix_traversal,balanced,medium,ZeroShot,hierarchy,01-ai,Yi-1.5-9B-Chat,14.81
infix_traversal,balanced,hard,ZeroShot,hierarchy,01-ai,Yi-1.5-9B-Chat,0
infix_traversal,balanced,easy,ZeroShot,edge,01-ai,Yi-1.5-9B-Chat,79.17
infix_traversal,unbalanced,medium,ZeroShot,hierarchy,01-ai,Yi-1.5-9B-Chat,29.63
infix_traversal,unbalanced,medium,ZeroShot,edge,01-ai,Yi-1.5-9B-Chat,18.52
infix_traversal,balanced,hard,ZeroShot,edge,01-ai,Yi-1.5-9B-Chat,0
infix_traversal,unbalanced,hard,ZeroShot,hierarchy,01-ai,Yi-1.5-9B-Chat,0
infix_traversal,balanced,easy,ZeroShot,hierarchy,01-ai,Yi-1.5-9B-Chat,87.5
infix_traversal,unbalanced,easy,ZeroShot,hierarchy,01-ai,Yi-1.5-9B-Chat,75
infix_traversal,balanced,medium,ZeroShot,edge,01-ai,Yi-1.5-9B-Chat,3.7
infix_traversal,balanced,hard,ZeroShot,edge,mistralai,Mistral-7B-Instruct-v0.3,0
infix_traversal,unbalanced,hard,ZeroShot,edge,mistralai,Mistral-7B-Instruct-v0.3,0
infix_traversal,unbalanced,hard,ZeroShot,hierarchy,mistralai,Mistral-7B-Instruct-v0.3,0
infix_traversal,balanced,hard,ZeroShot,hierarchy,mistralai,Mistral-7B-Instruct-v0.3,0
infix_traversal,balanced,easy,ZeroShot,hierarchy,mistralai,Mistral-7B-Instruct-v0.3,54.17
infix_traversal,unbalanced,easy,ZeroShot,edge,mistralai,Mistral-7B-Instruct-v0.3,66.67
infix_traversal,balanced,medium,ZeroShot,hierarchy,mistralai,Mistral-7B-Instruct-v0.3,3.7
infix_traversal,unbalanced,medium,ZeroShot,edge,mistralai,Mistral-7B-Instruct-v0.3,11.11
infix_traversal,balanced,easy,ZeroShot,edge,mistralai,Mistral-7B-Instruct-v0.3,62.5
infix_traversal,unbalanced,medium,ZeroShot,hierarchy,mistralai,Mistral-7B-Instruct-v0.3,25.93
infix_traversal,balanced,medium,ZeroShot,edge,mistralai,Mistral-7B-Instruct-v0.3,0
infix_traversal,unbalanced,easy,ZeroShot,hierarchy,mistralai,Mistral-7B-Instruct-v0.3,62.5
infix_traversal,unbalanced,hard,FewShot,hierarchy,openai,gpt-4-turbo,16.67
infix_traversal,balanced,medium,ZeroShot,hierarchy,openai,gpt-4-turbo,55.56
infix_traversal,balanced,easy,FewShot,edge,openai,gpt-4-turbo,100
infix_traversal,unbalanced,medium,ZeroShot,edge,openai,gpt-4-turbo,66.67
infix_traversal,unbalanced,medium,OneShot,hierarchy,openai,gpt-4-turbo,81.48
infix_traversal,unbalanced,medium,FewShot,edge,openai,gpt-4-turbo,70.37
infix_traversal,balanced,medium,FewShot,edge,openai,gpt-4-turbo,48.15
infix_traversal,balanced,medium,OneShot,edge,openai,gpt-4-turbo,48.15
infix_traversal,balanced,hard,ZeroShot,hierarchy,openai,gpt-4-turbo,0
infix_traversal,unbalanced,hard,ZeroShot,hierarchy,openai,gpt-4-turbo,22.22
infix_traversal,balanced,easy,OneShot,hierarchy,openai,gpt-4-turbo,95.83
infix_traversal,balanced,easy,FewShot,hierarchy,openai,gpt-4-turbo,100
infix_traversal,unbalanced,easy,ZeroShot,hierarchy,openai,gpt-4-turbo,100
infix_traversal,unbalanced,easy,FewShot,hierarchy,openai,gpt-4-turbo,95.83
infix_traversal,balanced,medium,ZeroShot,edge,openai,gpt-4-turbo,44.44
infix_traversal,unbalanced,medium,OneShot,edge,openai,gpt-4-turbo,62.96
infix_traversal,balanced,hard,FewShot,edge,openai,gpt-4-turbo,0
infix_traversal,unbalanced,easy,OneShot,hierarchy,openai,gpt-4-turbo,100
infix_traversal,unbalanced,hard,OneShot,edge,openai,gpt-4-turbo,5.56
infix_traversal,balanced,hard,FewShot,hierarchy,openai,gpt-4-turbo,11.11
infix_traversal,balanced,medium,OneShot,hierarchy,openai,gpt-4-turbo,70.37
infix_traversal,unbalanced,easy,FewShot,edge,openai,gpt-4-turbo,91.67
infix_traversal,balanced,easy,ZeroShot,edge,openai,gpt-4-turbo,95.83
infix_traversal,unbalanced,easy,ZeroShot,edge,openai,gpt-4-turbo,87.5
infix_traversal,balanced,hard,ZeroShot,edge,openai,gpt-4-turbo,0
infix_traversal,unbalanced,hard,ZeroShot,edge,openai,gpt-4-turbo,5.56
infix_traversal,unbalanced,medium,FewShot,hierarchy,openai,gpt-4-turbo,77.78
infix_traversal,unbalanced,medium,ZeroShot,hierarchy,openai,gpt-4-turbo,74.07
infix_traversal,unbalanced,hard,OneShot,hierarchy,openai,gpt-4-turbo,16.67
infix_traversal,balanced,easy,OneShot,edge,openai,gpt-4-turbo,91.67
infix_traversal,balanced,hard,OneShot,edge,openai,gpt-4-turbo,0
infix_traversal,balanced,medium,FewShot,hierarchy,openai,gpt-4-turbo,88.89
infix_traversal,unbalanced,hard,FewShot,edge,openai,gpt-4-turbo,5.56
infix_traversal,balanced,easy,ZeroShot,hierarchy,openai,gpt-4-turbo,91.67
infix_traversal,balanced,hard,OneShot,hierarchy,openai,gpt-4-turbo,0
infix_traversal,unbalanced,easy,OneShot,edge,openai,gpt-4-turbo,95.83
infix_traversal,balanced,hard,ZeroShot,edge,deepseek,deepseek-v3,22.22
infix_traversal,unbalanced,medium,ZeroShot,hierarchy,deepseek,deepseek-v3,96.3
infix_traversal,unbalanced,hard,ZeroShot,hierarchy,deepseek,deepseek-v3,61.11
infix_traversal,unbalanced,easy,ZeroShot,hierarchy,deepseek,deepseek-v3,100
infix_traversal,unbalanced,easy,ZeroShot,edge,deepseek,deepseek-v3,95.83
infix_traversal,balanced,medium,ZeroShot,hierarchy,deepseek,deepseek-v3,85.19
infix_traversal,balanced,hard,ZeroShot,hierarchy,deepseek,deepseek-v3,83.33
infix_traversal,balanced,medium,ZeroShot,edge,deepseek,deepseek-v3,81.48
infix_traversal,unbalanced,hard,ZeroShot,edge,deepseek,deepseek-v3,16.67
infix_traversal,unbalanced,medium,ZeroShot,edge,deepseek,deepseek-v3,85.19
infix_traversal,balanced,easy,ZeroShot,hierarchy,deepseek,deepseek-v3,100
infix_traversal,balanced,easy,ZeroShot,edge,deepseek,deepseek-v3,95.83
infix_traversal,balanced,hard,OneShot,edge,meta-llama,Llama-3.2-1B-Instruct,0
infix_traversal,unbalanced,easy,ZeroShot,edge,meta-llama,Llama-3.2-1B-Instruct,0
infix_traversal,balanced,easy,FewShot,edge,meta-llama,Llama-3.2-1B-Instruct,0
infix_traversal,unbalanced,easy,FewShot,edge,meta-llama,Llama-3.2-1B-Instruct,0
infix_traversal,unbalanced,hard,OneShot,edge,meta-llama,Llama-3.2-1B-Instruct,0
infix_traversal,unbalanced,medium,FewShot,edge,meta-llama,Llama-3.2-1B-Instruct,0
infix_traversal,unbalanced,medium,FewShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,0
infix_traversal,unbalanced,hard,FewShot,edge,meta-llama,Llama-3.2-1B-Instruct,0
infix_traversal,unbalanced,medium,ZeroShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,7.41
infix_traversal,unbalanced,easy,OneShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,0
infix_traversal,unbalanced,medium,OneShot,edge,meta-llama,Llama-3.2-1B-Instruct,0
infix_traversal,balanced,hard,ZeroShot,edge,meta-llama,Llama-3.2-1B-Instruct,0
infix_traversal,balanced,hard,ZeroShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,0
infix_traversal,balanced,medium,OneShot,edge,meta-llama,Llama-3.2-1B-Instruct,0
infix_traversal,balanced,medium,FewShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,0
infix_traversal,balanced,easy,OneShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,0
infix_traversal,unbalanced,easy,OneShot,edge,meta-llama,Llama-3.2-1B-Instruct,0
infix_traversal,balanced,medium,ZeroShot,edge,meta-llama,Llama-3.2-1B-Instruct,0
infix_traversal,balanced,hard,OneShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,0
infix_traversal,balanced,easy,ZeroShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,4.17
infix_traversal,unbalanced,hard,OneShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,0
infix_traversal,balanced,easy,ZeroShot,edge,meta-llama,Llama-3.2-1B-Instruct,0
infix_traversal,balanced,hard,FewShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,0
infix_traversal,unbalanced,hard,ZeroShot,edge,meta-llama,Llama-3.2-1B-Instruct,0
infix_traversal,balanced,easy,OneShot,edge,meta-llama,Llama-3.2-1B-Instruct,0
infix_traversal,unbalanced,easy,ZeroShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,12.5
infix_traversal,unbalanced,hard,FewShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,0
infix_traversal,unbalanced,medium,ZeroShot,edge,meta-llama,Llama-3.2-1B-Instruct,0
infix_traversal,balanced,easy,FewShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,0
infix_traversal,unbalanced,easy,FewShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,0
infix_traversal,balanced,hard,FewShot,edge,meta-llama,Llama-3.2-1B-Instruct,0
infix_traversal,balanced,medium,ZeroShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,3.7
infix_traversal,balanced,medium,FewShot,edge,meta-llama,Llama-3.2-1B-Instruct,0
infix_traversal,unbalanced,medium,OneShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,0
infix_traversal,unbalanced,hard,ZeroShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,5.56
infix_traversal,balanced,medium,OneShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,0
infix_traversal,unbalanced,medium,ZeroShot,hierarchy,meta-llama,Llama-3.1-70B-Instruct,92.59
infix_traversal,balanced,medium,ZeroShot,hierarchy,meta-llama,Llama-3.1-70B-Instruct,81.48
infix_traversal,unbalanced,medium,ZeroShot,edge,meta-llama,Llama-3.1-70B-Instruct,74.07
infix_traversal,unbalanced,hard,ZeroShot,hierarchy,meta-llama,Llama-3.1-70B-Instruct,55.56
infix_traversal,balanced,hard,ZeroShot,edge,meta-llama,Llama-3.1-70B-Instruct,0
infix_traversal,balanced,easy,ZeroShot,edge,meta-llama,Llama-3.1-70B-Instruct,100
infix_traversal,balanced,hard,ZeroShot,hierarchy,meta-llama,Llama-3.1-70B-Instruct,33.33
infix_traversal,unbalanced,hard,ZeroShot,edge,meta-llama,Llama-3.1-70B-Instruct,22.22
infix_traversal,balanced,easy,ZeroShot,hierarchy,meta-llama,Llama-3.1-70B-Instruct,100
infix_traversal,unbalanced,easy,ZeroShot,hierarchy,meta-llama,Llama-3.1-70B-Instruct,95.83
infix_traversal,unbalanced,easy,ZeroShot,edge,meta-llama,Llama-3.1-70B-Instruct,100
infix_traversal,balanced,medium,ZeroShot,edge,meta-llama,Llama-3.1-70B-Instruct,62.96
infix_traversal,balanced,medium,OneShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,0
infix_traversal,unbalanced,medium,OneShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,0
infix_traversal,balanced,easy,ZeroShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,45.83
infix_traversal,unbalanced,medium,ZeroShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,11.11
infix_traversal,unbalanced,easy,OneShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,0
infix_traversal,unbalanced,easy,FewShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,0
infix_traversal,balanced,easy,OneShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,0
infix_traversal,balanced,hard,ZeroShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,0
infix_traversal,unbalanced,medium,OneShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,0
infix_traversal,balanced,hard,ZeroShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,0
infix_traversal,balanced,medium,OneShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,0
infix_traversal,balanced,medium,ZeroShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,0
infix_traversal,unbalanced,easy,ZeroShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,45.83
infix_traversal,balanced,medium,FewShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,0
infix_traversal,balanced,easy,FewShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,0
infix_traversal,balanced,easy,OneShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,4.17
infix_traversal,balanced,hard,FewShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,0
infix_traversal,unbalanced,medium,ZeroShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,25.93
infix_traversal,unbalanced,hard,ZeroShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,0
infix_traversal,unbalanced,hard,OneShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,0
infix_traversal,unbalanced,hard,OneShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,0
infix_traversal,balanced,medium,ZeroShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,0
infix_traversal,balanced,hard,OneShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,0
infix_traversal,unbalanced,easy,FewShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,0
infix_traversal,unbalanced,hard,ZeroShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,5.56
infix_traversal,balanced,hard,OneShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,0
