SubTask,Difficulty,ExampleType,InputMode,ModelFamily,ModelName,Accuracy
common_ancestor,hard,ZeroShot,edge,mistralai,Mistral-7B-Instruct-v0.3,43.06
common_ancestor,easy,ZeroShot,edge,mistralai,Mistral-7B-Instruct-v0.3,51.52
common_ancestor,hard,ZeroShot,hierarchy,mistralai,Mistral-7B-Instruct-v0.3,27.78
common_ancestor,medium,FewShot,edge,openai,gpt-4-turbo,97.22
common_ancestor,medium,ZeroShot,hierarchy,openai,gpt-4-turbo,97.22
common_ancestor,hard,OneShot,hierarchy,openai,gpt-4-turbo,77.78
common_ancestor,hard,FewShot,hierarchy,openai,gpt-4-turbo,81.94
common_ancestor,medium,OneShot,edge,openai,gpt-4-turbo,93.06
common_ancestor,easy,FewShot,hierarchy,openai,gpt-4-turbo,100
common_ancestor,easy,ZeroShot,hierarchy,openai,gpt-4-turbo,96.97
common_ancestor,hard,ZeroShot,edge,openai,gpt-4-turbo,79.17
common_ancestor,hard,OneShot,edge,openai,gpt-4-turbo,79.17
common_ancestor,hard,ZeroShot,hierarchy,openai,gpt-4-turbo,87.5
common_ancestor,easy,OneShot,edge,openai,gpt-4-turbo,90.91
common_ancestor,medium,ZeroShot,edge,openai,gpt-4-turbo,86.11
common_ancestor,easy,FewShot,edge,openai,gpt-4-turbo,96.97
common_ancestor,medium,OneShot,hierarchy,openai,gpt-4-turbo,93.06
common_ancestor,medium,FewShot,hierarchy,openai,gpt-4-turbo,97.22
common_ancestor,hard,FewShot,edge,openai,gpt-4-turbo,79.17
common_ancestor,easy,ZeroShot,edge,openai,gpt-4-turbo,87.88
common_ancestor,easy,OneShot,hierarchy,openai,gpt-4-turbo,93.94
common_ancestor,easy,ZeroShot,edge,deepseek,deepseek-v3,87.88
common_ancestor,medium,ZeroShot,hierarchy,deepseek,deepseek-v3,98.61
common_ancestor,easy,ZeroShot,hierarchy,deepseek,deepseek-v3,93.94
common_ancestor,medium,ZeroShot,edge,deepseek,deepseek-v3,94.44
common_ancestor,hard,ZeroShot,hierarchy,deepseek,deepseek-v3,87.5
common_ancestor,hard,ZeroShot,edge,deepseek,deepseek-v3,90.28
common_ancestor,easy,FewShot,edge,meta-llama,Llama-3.2-1B-Instruct,15.15
common_ancestor,medium,ZeroShot,edge,meta-llama,Llama-3.2-1B-Instruct,16.67
common_ancestor,medium,OneShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,6.94
common_ancestor,easy,ZeroShot,edge,meta-llama,Llama-3.2-1B-Instruct,21.21
common_ancestor,easy,ZeroShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,24.24
common_ancestor,medium,ZeroShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,13.89
common_ancestor,hard,FewShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,4.17
common_ancestor,medium,FewShot,edge,meta-llama,Llama-3.2-1B-Instruct,11.11
common_ancestor,easy,OneShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,9.09
common_ancestor,easy,FewShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,27.27
common_ancestor,hard,OneShot,edge,meta-llama,Llama-3.2-1B-Instruct,5.56
common_ancestor,hard,OneShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,6.94
common_ancestor,medium,OneShot,edge,meta-llama,Llama-3.2-1B-Instruct,4.17
common_ancestor,hard,ZeroShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,8.33
common_ancestor,medium,FewShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,8.33
common_ancestor,hard,ZeroShot,edge,meta-llama,Llama-3.2-1B-Instruct,12.5
common_ancestor,easy,OneShot,edge,meta-llama,Llama-3.2-1B-Instruct,15.15
common_ancestor,hard,FewShot,edge,meta-llama,Llama-3.2-1B-Instruct,8.33
common_ancestor,medium,ZeroShot,edge,meta-llama,Llama-3.1-70B-Instruct,73.61
common_ancestor,medium,ZeroShot,hierarchy,meta-llama,Llama-3.1-70B-Instruct,84.72
common_ancestor,easy,ZeroShot,edge,meta-llama,Llama-3.1-70B-Instruct,78.79
common_ancestor,hard,ZeroShot,hierarchy,meta-llama,Llama-3.1-70B-Instruct,63.89
common_ancestor,easy,ZeroShot,hierarchy,meta-llama,Llama-3.1-70B-Instruct,87.88
common_ancestor,hard,ZeroShot,edge,meta-llama,Llama-3.1-70B-Instruct,75
common_ancestor,medium,ZeroShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,62.5
common_ancestor,medium,FewShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,11.11
common_ancestor,hard,ZeroShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,37.5
common_ancestor,medium,FewShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,1.39
common_ancestor,easy,FewShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,15.15
common_ancestor,medium,OneShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,8.33
common_ancestor,easy,ZeroShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,66.67
common_ancestor,medium,ZeroShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,59.72
common_ancestor,hard,FewShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,11.11
common_ancestor,hard,FewShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,1.39
common_ancestor,hard,OneShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,1.39
common_ancestor,hard,ZeroShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,43.06
common_ancestor,hard,OneShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,2.78
common_ancestor,medium,OneShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,0
common_ancestor,easy,ZeroShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,63.64
common_ancestor,easy,OneShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,6.06
common_ancestor,easy,OneShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,12.12
common_ancestor,easy,FewShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,3.03
common_ancestor,medium,ZeroShot,hierarchy,meta-llama,Llama-3.1-405B-Instruct,93.06
common_ancestor,easy,ZeroShot,edge,meta-llama,Llama-3.1-405B-Instruct,93.94
common_ancestor,hard,ZeroShot,hierarchy,meta-llama,Llama-3.1-405B-Instruct,77.78
common_ancestor,hard,ZeroShot,edge,meta-llama,Llama-3.1-405B-Instruct,70.83
common_ancestor,medium,ZeroShot,edge,meta-llama,Llama-3.1-405B-Instruct,88.89
common_ancestor,easy,ZeroShot,hierarchy,meta-llama,Llama-3.1-405B-Instruct,100
common_ancestor,medium,OneShot,edge,meta-llama,Llama-3.2-3B-Instruct,66.67
common_ancestor,easy,FewShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,75.76
common_ancestor,hard,ZeroShot,edge,meta-llama,Llama-3.2-3B-Instruct,54.17
common_ancestor,hard,OneShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,44.44
common_ancestor,easy,FewShot,edge,meta-llama,Llama-3.2-3B-Instruct,63.64
common_ancestor,hard,FewShot,edge,meta-llama,Llama-3.2-3B-Instruct,50
common_ancestor,easy,ZeroShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,51.52
common_ancestor,medium,ZeroShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,41.67
common_ancestor,medium,FewShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,62.5
common_ancestor,medium,OneShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,61.11
common_ancestor,easy,OneShot,edge,meta-llama,Llama-3.2-3B-Instruct,57.58
common_ancestor,medium,FewShot,edge,meta-llama,Llama-3.2-3B-Instruct,54.17
common_ancestor,hard,FewShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,50
common_ancestor,easy,ZeroShot,edge,meta-llama,Llama-3.2-3B-Instruct,60.61
common_ancestor,hard,ZeroShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,38.89
common_ancestor,easy,OneShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,69.7
common_ancestor,medium,ZeroShot,edge,meta-llama,Llama-3.2-3B-Instruct,47.22
common_ancestor,hard,OneShot,edge,meta-llama,Llama-3.2-3B-Instruct,44.44
common_ancestor,medium,ZeroShot,edge,internlm,internlm2_5-7b-chat,51.39
common_ancestor,hard,ZeroShot,edge,internlm,internlm2_5-7b-chat,51.39
common_ancestor,easy,ZeroShot,hierarchy,internlm,internlm2_5-7b-chat,39.39
common_ancestor,easy,ZeroShot,edge,internlm,internlm2_5-7b-chat,75.76
common_ancestor,hard,ZeroShot,hierarchy,internlm,internlm2_5-7b-chat,31.94
common_ancestor,medium,ZeroShot,hierarchy,internlm,internlm2_5-7b-chat,34.72
common_ancestor,medium,ZeroShot,hierarchy,openai,gpt-3.5-turbo,68.06
common_ancestor,hard,FewShot,hierarchy,openai,gpt-3.5-turbo,65.28
common_ancestor,medium,ZeroShot,edge,openai,gpt-3.5-turbo,61.11
common_ancestor,easy,ZeroShot,edge,openai,gpt-3.5-turbo,72.73
common_ancestor,hard,ZeroShot,hierarchy,openai,gpt-3.5-turbo,55.56
common_ancestor,hard,FewShot,edge,openai,gpt-3.5-turbo,69.44
common_ancestor,easy,OneShot,edge,openai,gpt-3.5-turbo,78.79
common_ancestor,hard,OneShot,edge,openai,gpt-3.5-turbo,66.67
common_ancestor,medium,OneShot,hierarchy,openai,gpt-3.5-turbo,69.44
common_ancestor,easy,ZeroShot,hierarchy,openai,gpt-3.5-turbo,69.7
common_ancestor,easy,FewShot,edge,openai,gpt-3.5-turbo,81.82
common_ancestor,medium,FewShot,hierarchy,openai,gpt-3.5-turbo,81.94
common_ancestor,medium,OneShot,edge,openai,gpt-3.5-turbo,68.06
common_ancestor,easy,FewShot,hierarchy,openai,gpt-3.5-turbo,84.85
common_ancestor,easy,OneShot,hierarchy,openai,gpt-3.5-turbo,90.91
common_ancestor,hard,OneShot,hierarchy,openai,gpt-3.5-turbo,56.94
common_ancestor,hard,ZeroShot,edge,openai,gpt-3.5-turbo,62.5
common_ancestor,medium,FewShot,edge,openai,gpt-3.5-turbo,72.22
common_ancestor,medium,ZeroShot,hierarchy,microsoft,Phi-3.5-mini-instruct,45.83
common_ancestor,hard,ZeroShot,edge,microsoft,Phi-3.5-mini-instruct,47.22
common_ancestor,hard,ZeroShot,hierarchy,microsoft,Phi-3.5-mini-instruct,43.06
common_ancestor,easy,ZeroShot,edge,microsoft,Phi-3.5-mini-instruct,72.73
common_ancestor,easy,ZeroShot,hierarchy,microsoft,Phi-3.5-mini-instruct,54.55
common_ancestor,medium,ZeroShot,edge,microsoft,Phi-3.5-mini-instruct,52.78
common_ancestor,easy,ZeroShot,edge,Qwen,Qwen2.5-32B-Instruct,87.88
common_ancestor,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-32B-Instruct,80.56
common_ancestor,medium,ZeroShot,edge,Qwen,Qwen2.5-32B-Instruct,86.11
common_ancestor,hard,ZeroShot,edge,Qwen,Qwen2.5-32B-Instruct,72.22
common_ancestor,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-32B-Instruct,100
common_ancestor,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-32B-Instruct,93.06
common_ancestor,medium,ZeroShot,edge,Qwen,Qwen2.5-3B-Instruct,51.39
common_ancestor,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,30.56
common_ancestor,medium,FewShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,43.06
common_ancestor,easy,OneShot,edge,Qwen,Qwen2.5-3B-Instruct,69.7
common_ancestor,hard,FewShot,edge,Qwen,Qwen2.5-3B-Instruct,50
common_ancestor,medium,OneShot,edge,Qwen,Qwen2.5-3B-Instruct,63.89
common_ancestor,easy,FewShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,66.67
common_ancestor,medium,FewShot,edge,Qwen,Qwen2.5-3B-Instruct,66.67
common_ancestor,hard,OneShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,58.33
common_ancestor,easy,ZeroShot,edge,Qwen,Qwen2.5-3B-Instruct,51.52
common_ancestor,hard,OneShot,edge,Qwen,Qwen2.5-3B-Instruct,56.94
common_ancestor,medium,OneShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,59.72
common_ancestor,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,24.24
common_ancestor,hard,ZeroShot,edge,Qwen,Qwen2.5-3B-Instruct,37.5
common_ancestor,easy,FewShot,edge,Qwen,Qwen2.5-3B-Instruct,69.7
common_ancestor,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,16.67
common_ancestor,hard,FewShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,48.61
common_ancestor,easy,OneShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,63.64
common_ancestor,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,24.24
common_ancestor,medium,OneShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,44.44
common_ancestor,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,12.5
common_ancestor,hard,FewShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,31.94
common_ancestor,hard,FewShot,edge,Qwen,Qwen2.5-1.5B-Instruct,38.89
common_ancestor,medium,OneShot,edge,Qwen,Qwen2.5-1.5B-Instruct,43.06
common_ancestor,hard,OneShot,edge,Qwen,Qwen2.5-1.5B-Instruct,41.67
common_ancestor,easy,OneShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,69.7
common_ancestor,hard,OneShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,20.83
common_ancestor,easy,ZeroShot,edge,Qwen,Qwen2.5-1.5B-Instruct,21.21
common_ancestor,hard,ZeroShot,edge,Qwen,Qwen2.5-1.5B-Instruct,15.28
common_ancestor,easy,FewShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,63.64
common_ancestor,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,12.5
common_ancestor,medium,ZeroShot,edge,Qwen,Qwen2.5-1.5B-Instruct,18.06
common_ancestor,easy,FewShot,edge,Qwen,Qwen2.5-1.5B-Instruct,63.64
common_ancestor,easy,OneShot,edge,Qwen,Qwen2.5-1.5B-Instruct,57.58
common_ancestor,medium,FewShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,47.22
common_ancestor,medium,FewShot,edge,Qwen,Qwen2.5-1.5B-Instruct,48.61
common_ancestor,medium,ZeroShot,edge,Qwen,Qwen2.5-72B-Instruct,84.72
common_ancestor,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-72B-Instruct,72.22
common_ancestor,easy,ZeroShot,edge,Qwen,Qwen2.5-72B-Instruct,87.88
common_ancestor,hard,ZeroShot,edge,Qwen,Qwen2.5-72B-Instruct,76.39
common_ancestor,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-72B-Instruct,90.91
common_ancestor,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-72B-Instruct,90.28
common_ancestor,easy,ZeroShot,edge,Qwen,Qwen2.5-7B-Instruct,75.76
common_ancestor,hard,OneShot,edge,Qwen,Qwen2.5-7B-Instruct,59.72
common_ancestor,hard,FewShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,65.28
common_ancestor,hard,FewShot,edge,Qwen,Qwen2.5-7B-Instruct,58.33
common_ancestor,easy,OneShot,edge,Qwen,Qwen2.5-7B-Instruct,78.79
common_ancestor,easy,FewShot,edge,Qwen,Qwen2.5-7B-Instruct,81.82
common_ancestor,easy,FewShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,84.85
common_ancestor,hard,OneShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,56.94
common_ancestor,medium,ZeroShot,edge,Qwen,Qwen2.5-7B-Instruct,59.72
common_ancestor,easy,OneShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,72.73
common_ancestor,medium,FewShot,edge,Qwen,Qwen2.5-7B-Instruct,76.39
common_ancestor,hard,ZeroShot,edge,Qwen,Qwen2.5-7B-Instruct,50
common_ancestor,medium,FewShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,83.33
common_ancestor,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,57.58
common_ancestor,medium,OneShot,edge,Qwen,Qwen2.5-7B-Instruct,68.06
common_ancestor,medium,OneShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,70.83
common_ancestor,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,44.44
common_ancestor,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,51.39
common_ancestor,easy,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,12.12
common_ancestor,medium,FewShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,12.5
common_ancestor,medium,ZeroShot,edge,Qwen,Qwen2.5-0.5B-Instruct,15.28
common_ancestor,easy,FewShot,edge,Qwen,Qwen2.5-0.5B-Instruct,9.09
common_ancestor,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,4.17
common_ancestor,hard,FewShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,5.56
common_ancestor,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,6.06
common_ancestor,hard,ZeroShot,edge,Qwen,Qwen2.5-0.5B-Instruct,6.94
common_ancestor,medium,FewShot,edge,Qwen,Qwen2.5-0.5B-Instruct,18.06
common_ancestor,hard,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,18.06
common_ancestor,easy,FewShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,3.03
common_ancestor,easy,ZeroShot,edge,Qwen,Qwen2.5-0.5B-Instruct,21.21
common_ancestor,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,5.56
common_ancestor,hard,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,8.33
common_ancestor,medium,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,8.33
common_ancestor,hard,FewShot,edge,Qwen,Qwen2.5-0.5B-Instruct,18.06
common_ancestor,easy,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,21.21
common_ancestor,medium,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,18.06
root,medium,ZeroShot,hierarchy,baichuan-inc,Baichuan-7B,0
root,hard,ZeroShot,hierarchy,baichuan-inc,Baichuan-7B,1.39
root,hard,ZeroShot,edge,baichuan-inc,Baichuan-7B,0
root,medium,ZeroShot,edge,baichuan-inc,Baichuan-7B,0
root,easy,ZeroShot,hierarchy,baichuan-inc,Baichuan-7B,0
root,easy,ZeroShot,edge,baichuan-inc,Baichuan-7B,0
root,hard,ZeroShot,hierarchy,THUDM,glm-4-9b-chat,90.28
root,medium,FewShot,edge,THUDM,glm-4-9b-chat,95.83
root,medium,OneShot,hierarchy,THUDM,glm-4-9b-chat,84.72
root,medium,ZeroShot,edge,THUDM,glm-4-9b-chat,87.5
root,easy,OneShot,hierarchy,THUDM,glm-4-9b-chat,81.82
root,hard,OneShot,hierarchy,THUDM,glm-4-9b-chat,65.28
root,easy,FewShot,hierarchy,THUDM,glm-4-9b-chat,100
root,easy,ZeroShot,hierarchy,THUDM,glm-4-9b-chat,87.88
root,easy,ZeroShot,edge,THUDM,glm-4-9b-chat,81.82
root,easy,OneShot,edge,THUDM,glm-4-9b-chat,78.79
root,easy,FewShot,edge,THUDM,glm-4-9b-chat,93.94
root,hard,FewShot,hierarchy,THUDM,glm-4-9b-chat,95.83
root,medium,OneShot,edge,THUDM,glm-4-9b-chat,80.56
root,medium,ZeroShot,hierarchy,THUDM,glm-4-9b-chat,86.11
root,medium,FewShot,hierarchy,THUDM,glm-4-9b-chat,98.61
root,hard,OneShot,edge,THUDM,glm-4-9b-chat,69.44
root,hard,FewShot,edge,THUDM,glm-4-9b-chat,86.11
root,hard,ZeroShot,edge,THUDM,glm-4-9b-chat,86.11
root,easy,ZeroShot,hierarchy,01-ai,Yi-1.5-9B-Chat,100
root,hard,ZeroShot,edge,01-ai,Yi-1.5-9B-Chat,86.11
root,medium,ZeroShot,hierarchy,01-ai,Yi-1.5-9B-Chat,98.61
root,medium,ZeroShot,edge,01-ai,Yi-1.5-9B-Chat,79.17
root,hard,ZeroShot,hierarchy,01-ai,Yi-1.5-9B-Chat,94.44
root,easy,ZeroShot,edge,01-ai,Yi-1.5-9B-Chat,72.73
root,easy,ZeroShot,edge,mistralai,Mistral-7B-Instruct-v0.3,63.64
root,medium,ZeroShot,edge,mistralai,Mistral-7B-Instruct-v0.3,59.72
root,medium,ZeroShot,hierarchy,mistralai,Mistral-7B-Instruct-v0.3,51.39
root,hard,ZeroShot,hierarchy,mistralai,Mistral-7B-Instruct-v0.3,68.06
root,hard,ZeroShot,edge,mistralai,Mistral-7B-Instruct-v0.3,45.83
root,easy,ZeroShot,hierarchy,mistralai,Mistral-7B-Instruct-v0.3,63.64
root,medium,FewShot,edge,openai,gpt-4-turbo,100
root,hard,FewShot,edge,openai,gpt-4-turbo,100
root,easy,ZeroShot,hierarchy,openai,gpt-4-turbo,100
root,medium,OneShot,edge,openai,gpt-4-turbo,100
root,easy,FewShot,hierarchy,openai,gpt-4-turbo,100
root,hard,OneShot,hierarchy,openai,gpt-4-turbo,100
root,medium,ZeroShot,edge,openai,gpt-4-turbo,97.22
root,easy,FewShot,edge,openai,gpt-4-turbo,100
root,easy,ZeroShot,edge,openai,gpt-4-turbo,96.97
root,hard,ZeroShot,edge,openai,gpt-4-turbo,100
root,easy,OneShot,edge,openai,gpt-4-turbo,100
root,easy,OneShot,hierarchy,openai,gpt-4-turbo,100
root,hard,OneShot,edge,openai,gpt-4-turbo,100
root,hard,ZeroShot,hierarchy,openai,gpt-4-turbo,100
root,hard,FewShot,hierarchy,openai,gpt-4-turbo,100
root,medium,FewShot,hierarchy,openai,gpt-4-turbo,100
root,medium,ZeroShot,hierarchy,openai,gpt-4-turbo,100
root,medium,OneShot,hierarchy,openai,gpt-4-turbo,100
root,hard,ZeroShot,hierarchy,deepseek,deepseek-v3,100
root,medium,ZeroShot,edge,deepseek,deepseek-v3,98.61
root,hard,ZeroShot,edge,deepseek,deepseek-v3,100
root,medium,ZeroShot,hierarchy,deepseek,deepseek-v3,100
root,easy,ZeroShot,hierarchy,deepseek,deepseek-v3,100
root,easy,ZeroShot,edge,deepseek,deepseek-v3,96.97
root,easy,ZeroShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,24.24
root,hard,ZeroShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,13.89
root,easy,FewShot,edge,meta-llama,Llama-3.2-1B-Instruct,21.21
root,hard,FewShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,9.72
root,medium,ZeroShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,20.83
root,hard,OneShot,edge,meta-llama,Llama-3.2-1B-Instruct,11.11
root,medium,OneShot,edge,meta-llama,Llama-3.2-1B-Instruct,20.83
root,easy,FewShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,9.09
root,medium,OneShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,16.67
root,easy,OneShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,18.18
root,easy,ZeroShot,edge,meta-llama,Llama-3.2-1B-Instruct,33.33
root,medium,ZeroShot,edge,meta-llama,Llama-3.2-1B-Instruct,25
root,medium,FewShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,13.89
root,hard,ZeroShot,edge,meta-llama,Llama-3.2-1B-Instruct,30.56
root,medium,FewShot,edge,meta-llama,Llama-3.2-1B-Instruct,19.44
root,easy,OneShot,edge,meta-llama,Llama-3.2-1B-Instruct,18.18
root,hard,OneShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,8.33
root,hard,FewShot,edge,meta-llama,Llama-3.2-1B-Instruct,5.56
root,medium,ZeroShot,hierarchy,meta-llama,Llama-3.1-70B-Instruct,100
root,hard,ZeroShot,edge,meta-llama,Llama-3.1-70B-Instruct,100
root,hard,ZeroShot,hierarchy,meta-llama,Llama-3.1-70B-Instruct,100
root,easy,ZeroShot,hierarchy,meta-llama,Llama-3.1-70B-Instruct,100
root,medium,ZeroShot,edge,meta-llama,Llama-3.1-70B-Instruct,100
root,easy,ZeroShot,edge,meta-llama,Llama-3.1-70B-Instruct,100
root,hard,ZeroShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,87.5
root,hard,OneShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,9.72
root,medium,OneShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,4.17
root,easy,ZeroShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,75.76
root,hard,FewShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,45.83
root,medium,FewShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,8.33
root,easy,OneShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,0
root,hard,ZeroShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,94.44
root,medium,ZeroShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,75
root,easy,FewShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,75.76
root,easy,FewShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,3.03
root,medium,FewShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,61.11
root,hard,OneShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,5.56
root,hard,FewShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,2.78
root,easy,ZeroShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,100
root,medium,ZeroShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,98.61
root,easy,OneShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,3.03
root,medium,OneShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,2.78
root,medium,ZeroShot,hierarchy,meta-llama,Llama-3.1-405B-Instruct,100
root,easy,ZeroShot,hierarchy,meta-llama,Llama-3.1-405B-Instruct,100
root,hard,ZeroShot,hierarchy,meta-llama,Llama-3.1-405B-Instruct,100
root,easy,ZeroShot,edge,meta-llama,Llama-3.1-405B-Instruct,100
root,medium,ZeroShot,edge,meta-llama,Llama-3.1-405B-Instruct,100
root,hard,ZeroShot,edge,meta-llama,Llama-3.1-405B-Instruct,100
root,hard,FewShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,93.06
root,easy,ZeroShot,edge,meta-llama,Llama-3.2-3B-Instruct,45.45
root,hard,OneShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,91.67
root,medium,ZeroShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,93.06
root,hard,FewShot,edge,meta-llama,Llama-3.2-3B-Instruct,83.33
root,easy,FewShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,100
root,medium,OneShot,edge,meta-llama,Llama-3.2-3B-Instruct,94.44
root,easy,OneShot,edge,meta-llama,Llama-3.2-3B-Instruct,90.91
root,medium,FewShot,edge,meta-llama,Llama-3.2-3B-Instruct,97.22
root,medium,ZeroShot,edge,meta-llama,Llama-3.2-3B-Instruct,55.56
root,easy,FewShot,edge,meta-llama,Llama-3.2-3B-Instruct,100
root,hard,OneShot,edge,meta-llama,Llama-3.2-3B-Instruct,81.94
root,easy,ZeroShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,78.79
